skt	tib
 sarveṣāṃ bhāvānāṃ śūnyatvaṃ copapāditaṃ pūrvam |	དངོས་པོ་དག་ནི་ཐམས་ཅད་ཀྱི་༎ སྟོང་པ་༄༢༩ཨ་༌་༎ ཉིད་ནི་སྔར་བསྟན་པས་༎
 sa upālambhastasmād bhavatyayaṃ ca pratijñāyāḥ || vv_60 ||	དེ་ཕྱིར་དམ་བཅས་མེད་པར་ཡང་། ཀླན་ཀ་གང་ཡིན་དེ་ཚོལ་བྱེད་༎
 atha vidyate svabhāvaḥ sa ca dharmāṇāṃ na vidyata iti | idamāśaṅkitaṃ yaduktaṃ bhavatyanāśaṅkitaṃ tacca || vv_61 ||	འོན་ཏེ་རང་བཞིན་ཞིག་ཡོད་ལ་༎ དེ་ནི་ཆོས་ལ་མེད་དོ་ཞེས་༎ དོགས་འདི་རིགས་པ་མ་ཡིན་མོད་༎ དོགས་པ་དེ་ནི་ཁྱོད་ཀྱིས་བྱས་༎
 sata eva pratiṣedho yadi śūnyatvaṃ nanvapratiṣiddhamidam |	གལ་ཏེ་ཡོད་ཉིད་འགོག་ཡིན་ན་༎ འོ་ན་སྟོང་ཉིད་རབ་འགྲུབ་སྟེ་༎
 pratiṣedhayate hi bhavān bhāvānāṃ niḥsvabhāvatvam || vv_62 ||	དངོས་རྣམས་རང་བཞིན་མེད་ཉིད་ལ་༎ ཁྱོད་ནི་འགོག་པར་བྱེད་པས་སོ་༎
 pratiṣedhayase 'tha tvaṃ śūnyatvaṃ tacca nāsti śūnyatvam |	སྟོང་ཉིད་གང་ལ་ཁྱོད་འགོག་པའི་༎ སྟོང་ཉིད་དེ་ཡང་མེད་ཡིན་ན་༎
 pratiṣedhaḥ sata iti te nanvevaṃ hīyate vādaḥ || vv_63 ||	འོ་ན་ཡོད་པ་འགོག་ཡིན་ཞེས་༎ སྨྲས་པ་དེ་ཉམས་མ་ཡིན་ནམ་༎
 pratiṣedhayāmi nāhaṃ kiṃcit pratiṣedhyamasti na ca kiṃcit |	དགག་བྱ་ཅི་ཡང་མེད་པས་ན་༎ ང་ནི་ཅི་ཡང་མི་འགོག་གོ་། 
 tasmāt pratiṣedhayasītyadhilaya eva tvayā kriyate || vv_64 || yaccāhaṃ te vacanādasataḥ pratiṣedhavacanasiddhiriti |	དེ་ཕྱིར་འགོག་པ་བྱེད་དོ་ཞེས་༎ ཡང་དག་མིན་ཏེ་ཁྱོད་ཀྱིས་སྨྲས་༎ ཚིག་མེད་པར་ཡང་མེད་པ་ཡི་༎ འགོག་ཚིག་མི་འགྲུབ་མིན་ཞེ་ན་༎
 atra jñāpayate vāgasaditi tanna pratinihanti || vv_65 ||	དེ་ལ་ཚིག་ནི་མེད་ཅེས་པར་༎ གོ་བར་བྱེད་ཀྱི་སྐྱེ་སེལ་མིན་༎
 mṛgatṛṣṇādṛṣṭānte yaḥ punaruktaṃ tvayā mahāṃścaryaḥ |	སྨིག་རྒྱུ་དཔེ་ལ་ཁྱོད་ཀྱིས་ཀྱང་༎ རྩོད་པ་ཆེན་པོ་སྨྲས་པ་གང་༎
 tatrāpi nirṇayaṃ śṛṇu yathā sa dṛṣṭānta upapannaḥ || vv_66 ||	དེ་ཡང་ཅི་ནས་དཔེ་དེ་འཐད་༎ གཏན་ལ་དབབ་པ་མཉན་པར་གྱིས་༎
 sa yadi svabhāvataḥ syāt bhāvo na syāt pratītyasamudbhūtaḥ |	གལ་ཏེ་འཛིན་དེ་རང་བཞིན་ཡོད་༎ བརྟེན་ནས་འབྱུང་བར་མི་འགྱུར་རོ་༎
 yaśca pratītya bhavati grāho nanu śūnyatā saiva || vv_67 ||	འཛིན་པ་གང་ཞིག་བརྟེན་འབྱུང་བ་༎ དེ་ཉིད་སྟོང་ཉིད་མ་ཡིན་ནམ་༎
 yadi ca svabhāvataḥ syād grāhaḥ kastaṃ nivartayed grāhyam |	གལ་ཏེ་འཛིན་པ་རང་བཞིན་ཡོད་༎ འཛིན་པ་དེ་ལ་སུ་ཡིས་བཟློག་། 
 śeṣeṣvapyeṣa vidhistasmād doṣo 'nupālambhaḥ || vv_68 || etena hetvabhāvaḥ pratyuktaḥ pūrvameva sa samatvāt |	ལྷག་མ་རྣམས་ལའང་ཚུལ་དེ་བཞིན་༎ དེ་ཕྱིར་ཀླན་ཀ་དེ་མེད་དོ་༎
 mṛgatṛṣṇādṛṣṭāntavyāvṛttividhau ya uktaḥ prāk || vv_69 ||	སྨིག་རྒྱུའི་དཔེས་བཟློག་བསྒྲུབ་པའི་ཚེ་༎ སྔར་སྨྲས་གང་ཡིན་དེ་དང་ནི་༎ སྔ་མས་གཏན་ཚིགས་མེད་པ་ཡི་༎ ལན་བཏབ་གྱུར་ཏེ་མཚུངས་ཕྱིར་རོ་༎
 yastraikālye hetuḥ pratyuktaḥ pūrvameva sa samatvāt |	དུས་གསུམ་གཏན་ཚིགས་གང་ཡིན་སྔར་༎ ལན་བཏབ་ཉིད་དམ་མཚུངས་ཕྱིར་རོ་༎
 traikālyapratihetuśca śūnyatāvādināṃ prāptaḥ || vv_70 ||	དུས་གསུམ་ཚོད་ཀྱི་གཏན་ཚིགས་ནི་༎ སྟོང་ཉིད་སྨྲ་བ་རྣམས་ལ་རུང་༎
 prabhavati ca śūnyateyaṃ yasya prabhavanti tasya sarvārthāḥ |	གང་ལ་སྟོང་པ་ཉིད་སྲིད་པ་༎ དེ་ལ་དོན་རྣམས་ཐམས་ཅད་སྲིད་༎
 prabhavati na tasya kiṃ na bhavati śūnyatā yasyeti || vv_71 ||	གང་ལ་སྟོང་ཉིད་མི་སྲིད་པ་༎ དེ་ལ་ཅི་ཡང་མི་སྲིད་དོ་༎ གང་ཞིག་སྟོང་དང་རྟེན་འབྱུང་དག་། 
 yaḥ śūnyatāṃ pratītyasamutpādaṃ madhyamāṃ pratipadamanekārthām |	དབུ་མའི་ལམ་དུ་དོན་གཅིག་པར་༎
 nijagāda praṇamāmi tamapratimasaṃbuddham || vv_72 ||	གསུང་མཆོག་མཚུངས་པ་མེད་པ་ཡི་༎ སངས་རྒྱས་དེ་ལ་ཕྱག་འཚལ་ལོ་༎ རྩོད་པ་བཟློག་པའི་ཚིག་ལེའུར་བྱས་པ་ཞེས་བྱ་བ་། སློབ་དཔོན་འཕགས་པ་ཀླུ་སྒྲུབ་ཀྱི་ཞལ་སྔ་ནས་མཛད་པ་རྫོགས་སོ་། ༎ ། རྒྱ་གར་གྱི་མཁན་པོ་ཛཉའ་ན་གརབྷ་དང་། བོད་ཀྱི་ལོ་ཙཚ་བ་ཀ་བ་དཔལ་བརྩེགས་ཀྱིས་ལ་སྒྱུར་བ་ལ་།
