kim punar tezAm lakzaNam	de dag gi mtshan nyid gang yin /	91.11904954910278
cakzuH Adi vizaya tvam nIla Adi tvam ca tat eva idam saMpraDAryate	mig la sogs pa'i yul nyid dang // sngon po la sogs ba nyid do //	86.31831980322629
yat tat cakzuH AdInAm vizayaH nIla pIta Adikam izyate kim tat ekam dravyam aTa vA tat anekam iti	gang mig la sogs pa'i yul sngon po dang / ser po la sogs ba 'dod pa de ci rdzas gcig pu zhig gam / 'on te du ma zhig ces de dpyad par bya'o //	87.75333208821581
kim ca atas	'dis ci zhig bya zhe na /	76.07663002014161
aneka tve dozaH uktam	du ma'i nges pa ni bshad zin to // gcig na rim gyis 'gro ba med //	76.77972047979182
eka tve na krameNa itiH yugapad na graha AgrahO	zin dang ma zin cig car med //	68.32019360860188
vicCinna aneka vRttiH ca sUkzma anIkzA ca naH Bavet	ris chad du mar gnas pa dang // mig gis mi sod phra ba'ang med //	68.96528253234828
yadi yAvat vicCinnam na anekam cakzuzaH vizayaH tat ekam dravyam kalpyate pRTivyAm krameNa itiH na syAt gamanam iti arTaH	gal te mig gi yul sngon po dang ser @8a * // po la sogs pa gang yin pa de ris su ma chad de rdzas gcig par rtogs nas la rim gyis 'gro bar mi 'gyur te /	80.944682269066
sakRt pAda kzepeNa sarvasya gata tvAt	gom pa gcig bor bas thams cad du son pa'i phyir ro //	78.94540639193552
arvAc BAgasya ca grahaNam para BAgasya ca agrahaNam yugapad na syAt	tshu rol gyi cha zin la pha rol gyi cha ma zin pa cig car du mi 'gyur te /	81.35499403257205
na hi tasya eva tadAnIm grahaNam ca agrahaNam ca yuktam	de'i tshe zin pa dang ma zin pa de mi rigs so // glang po che dang rta la sogs pa'i ris su chad pa du ma gcig na 'dug par mi 'gyur te /	58.7859066799318
vicCinnasya ca anekasya hasti aSva Adikasya ekatra vRttiH na syAt yatra eva hi ekam tatra eva aparam iti kaTam tayoH vicCedaH izyate	gcig gnang na 'dug pa de nyid na gzhan yang 'dug na de dag ris su chad par te / ji ltar rung / de gnyis kyis gnang non pa dang ma non pa de dag gcig tu ji ltar rung ste /	73.6055925498649
kaTam vA tat ekam yat prAptam ca tAByAm na ca prAptam antarAle tat SUnya grahaNAt sUkzmANAm ca Odaka jantUnAm sTUlEH samAna rUpANAm anIkzaNam na syAt	bar na de dag gis stong pa gzung du yod pa'i phyir ro //	27.269812594998356
yadi lakzaNa BedAt eva dravya antara tvam kalpyate na anyaTA	gal te mtshan nyid tha dad pa nyid kyis rdzas gzhan kho nar rtog gi gzhan du ma yin na go // chu'i skye bo phra mo rnams kyang chen po dag dang gzugs mtshungs pas mig gis mi sod par mi 'gyur ro //	79.45584177138554
tasmAt avaSyam paramANuSaH BedaH kalpayitavyaH	de'i phyir nges par rdul phra rab tha dad par brtag par bya ste /	88.65588798415128
sa ca ekaH na siDyati	de dag gcig tu mi 'grub bo //	81.97693295314394
tasya asidDO rUpa AdInAm cakzuH Adi vizaya tvam asidDam iti sidDam vijQaptimAtram Bavati iti	de ma grub pas gzugs la sogs pa yang mig la sogs pa'i yul nyid du mi 'grub ste / rnam par rig pa tsam du grub pa yin no //	87.0622832307832
pramANa vaSAt astitvam nAstitvam vA nirDAryate sarvezAm ca pramANAnAm pratyakzam pramANam garizwam iti asati arTe kaTam iyam budpratyakzam iti pratyakza budDiH svapna AdO yaTA	tshad ma'i dbang gis na yod dam med pa dmigs kyis dbye bar 'gyur la / tshad ma thams cad kyi nang na yang mngon sum gyi tshad ma ni mchog yin no // don de med na 'di ni bdag gi mngon sum mo snyam pa blo 'di ji ltar 'byung zhe na / mngon sum blo ni rmi sogs bzhin //	87.35527239119585
vinA api arTena iti pUrvam eva jQApitam	don med par yang zhes sngar bstan pa nyid do //	79.9048781039867
sA ca yadA tadA	de yang gang tshe de yi tshe //	76.86824091788262
na saH rTaH dRSyate tasya pratyakza tvam kaTam matam	khyod kyi don de min snang na // de ni mngon sum ji ltar 'dod //	86.04954803415814
yadA ca sA pratyakza budDiH Bavati idam me pratyakzam iti tadA na saH rTaH dRSyate manaH vijQAnena eva paricCedAt cakzuH vijQAnasya ca tadA nirudDa tvAt iti kaTam tasya pratyakza tvam izwam	gang gi tshe yul 'di nyid ni bdag gi mngon sum mo snyam du mngon sum gyi blo de byung ba de'i tshe khyod kyi don de mi snang ste / yid kyi rnam par shes pas yongs su bcad pa dang / mig gi rnam par shes pa yang de'i tshe 'gags pa'i phyir ro //	83.27483722251243
viSezeNa tu kzaNikasya vizayasya tadAnIm	lhag par yang skad cig mar smra bas de mngon sum du ji ltar 'dod /	82.17022162359822
nirudDam evam tat rUpam rasa Adikam vA	de ltar na de'i tshe gzugs dang rol sogs pa de dag ni 'gags zin to /	63.261389828345195
na ananuBUtam manaH vijQAnena smaryate iti avaSyam arTa anuBavena Bavitavyam tat ca darSanam iti evam tad vizayasya rUpa AdeH pratyakzat	myong ba med par yid kyi rnam par shes pa dran par mi @8b 'gyur bas don gdon mi za bar myong bar 'gyur te / de ni da ma mthong ba yin no // de ltar de'i yul gzugs la sogs pa mngon sum du 'dod do zhe na /	89.86647630540217
asidDam idam anuBUtasya arTasya smaraNam Bavati iti  yasmAt	myong ba ni don dran pa yin no // zhes de ma grub ste / 'di ltar /	73.35645298772505
uktam yaTA tad ABAsA vijQaptiH	dper na der snang rnam rig bzhin // bshad zin /	91.40627284252896
vinA api arTena yaTA arTa ABAsA cakzuH vijQAna AdikA vijQaptiH utpadyate taTA uktam smaraNam tatas	dper na don med par don du snang ba mig gi rnam par shes pa la sogs pa'i rnam par rig pa 'byung ba de bzhin te bshad zin to // de las dran par zad /	92.70833456809031
tatas hi vijQapteH smRti saMprayuktA tad pratiBAsA eva rUpa Adi vikalpikA manaH vijQaptiH utpadyate iti na smRti utpAdAt arTa anuBavaH siDya	rnam par rig pa de las dran pa dang mtshungs par ldan pa der snang ba nyid gzugs la sogs pa la rnam par rtog pa yid kyi rnam par rig pa 'byung ste / dran pa byung ba las don myong bar mi 'grub bo / dper na rmi lam gyi rnam par rig pa'i yul yod pa ma yin pa de bzhin du /	89.34536270604603
yadi yaTA svapne vijQaptiH aBUta arTa vizayA taTA jAgrataH pi syAt taTA eva tad aBAvam lokaH svayam avagacCet	gal te gnyid kyis ma log pa'i tshe na yang de ltar yin na ni de kho na bzhin du de med par 'jig rten rang rang gis khong du chud pa'i rigs na /	83.86249412197859
na ca evam Bavati	de ltar yang ma yin te /	81.68416515986124
tasmAt na svapnaH iva arTa upalabDiH sarvA nirarTikA	de'i phyir rmi lam bzhin du don dmigs pa thams cad don med pa ma yin no zhe na / de ni gtan tshigs su mi rung ste /	76.84446928797185
idam ajQApakam  yasmAt	'di ltar /	49.010881423950195
svapna dRS vizaya aBAvam na aprabudDaH vigacCati	rmi lam mthong ba yul med par //	68.74174213409424
evam vitaTa vikalpa aByAsa vAsanA nidrayA prasuptaH lokaH svapne iva aBUtam arTam paSyan na prabudDaH tad aBAvam yaTAvat na avagacCati	ma sad bar du rtogs ma yin // de ltar log par rnam par rtog pa la goms pa'i bag chags kyi gnyid kyis log pa'i 'jig rten ni rmi lam bzhin du yang dag pa ma yin pa'i don mthong te / ma sad kyi bar du de med par ji lta ba bzhin du rtogs pa ma yin gyi /	89.60202875787931
yadA tu tad pratipakza loka uttara nirvikalpa jQAna lABAt prabudDaH Bavati tadA tad pRzWa labDa SudDa lOkika jQAna saMmuKIBAvAt vizaya aBAvam yavagacCati iti samAnam etat	gang gi tshe de'i gnyen po 'jig rten las 'das pa rnam par mi rtog pa'i ye shes thob nas sang par gyur pa de'i tshe de'i rjes las thob pa dag pa 'jig rten pa'i ye shes de mngon du gyur nas yul med par ji lta ba bzhin du khong du chud de de ni mtshungs so //	87.15171691309187
yadi sva saMtAna pariNAma viSezAt eva satvAnAm arTa pratiBAsAH vijQaptayaH utpadyante na arTa viSezAt	gal te rang gi rgyud gyur pa'i khyad par nyid las sems can rnams kyi don du snang ba'i rnam par rig pa 'byung gi / don gyi khyad par las ma yin na /	90.6885849366334
tadA yaH eza pApa kalyANa mitra saMparkAt sat asat Darma SravaNAt ca vijQapti niyamaH sattvAnAm sa kaTam siDyati asati sat asat saMparkeca	brten pa de dang bshad pa de med pas sdig pa'i grogs po dang / dge ba'i bshes gnyen la brten pa dang / dam pa dang dam pa ma yin pa'i chos mnyan pa las sems can rnams kyis rnam par rig pa nges pa ji ltar 'grub par 'gyur / gcig la @9a * // gcig gi dbang gis na //	85.09928589314254
anyonya aDipati tvena vijQapti niyamaH miTas	rnam par rig pa phan tshun nges //	81.16171259038587
sarvezAm hi sattvAnAm anyonya vijQapti ADipatyena miTas vijQapteH niyamaH Bavati yaTAyogam	sems can thams cad kyi rnam par rig pa phan tshun gyi dbang gis phan tshun du rnam par rig pa rnams nges par 'gyur te / ci rigs su sbyar ro //	92.30511690184713
miTas iti parasparataH	gcig la gcig ces bya ba ni phan tshun no //	61.627031747684924
atas saMtAna antara vijQapti viSezAt saMtAna antare vijQapti viSezaH utpadyate na arTa viSezAt	de'i phyir rgyud gzhan gyi rnam par rig pa'i khyad par las rgyud gzhan la rnam par rig pa'i khyad par 'byung gi don gyi khyad par las ni ma yin no //	93.28040618570141
yadi yaTA svapne nirarTikAH vijQaptiH evam jAgrataH pi syAt kasmAt kuSala akuSala samudAcAraH suptA suptayoH tulyam Palam izwa anizwam ABavati  yasmAt	dper na rmi lam gyi rnam par rig pa'i don med ba bzhin du gal te gnyid kyis ma log pa'i yang de lta na gnyid kyis log pa dang ma log pa na dge ba dang mi dge ba'i las kun tu spyod pa'i 'bras bu phyi ma la 'dod pa dang mi 'dod pa 'dra bar ci'i phyir mi 'gyur /	87.93850538670344
midDena upahatam cittam svapne tena asamam Palam	sems ni gnyid kyis non pas na // de phyir rmi dang 'bras mi mtshungs //	80.8969652619997
idam atra kAraNAm na tu arTa sadBAvaH	de ni 'dir rgyu yin gyi don yod pa ni ma yin no //	79.87737045288085
yadi vijQApti mAtram eva idam na kasyacid kAyaH sti na vAc kaTam upakramyamANAnAm OraBrika AdiBiH uraBra AdInAm	gal te 'di dag rnam par rig btsam du zad na gang la yang lus dang ngag kyang med pas shan pa la sogs pas gsod pa na lug la sogs pa 'chi bar ji ltar 'gyur /	78.57216337234782
maraNam Bavti atatkRte vA tad maraNe kaTam OraBrika AdInAm prANa atipAta avadyena yogaH Bavati	'chi ba de des ma byas na ni shan pa la sogs pa srog gcod pa'i kha na ma tho ba dang ldan par ji ltar 'gyur zhe na /	84.30154575049231
maraNam para vijQapti viSezAt vikriyA yaTA	'chi ba gzhan gyi rnam rig gi // bye brag las de dper bya na //	81.4863854056636
smRti lopa AdikAni ezAm piSAca Adi manaH vaSAt	'dre la sogs pa'i yid dbang gis // gzhan gyi dran nyams 'gyur sogs bzhin //	81.95548607092493
yaTA hi piSAca Adi manaH vaSAt anyezAm smRti la upa svapna darSana BUta graha AveSa vikArAH Bavanti RdDi vat manaH vaSAt ca	dper na 'dre la sogs pa'i yid kyi dbang gis gzhan dag gi dran pa nyams pa dang / rmi ltas su mthong ba dang / 'byung po'i gdon phab par 'gyur ba dang / rdzu 'phrul dang ldan pa'i yid kyi dbang gis te /	85.4910928953796
yaTA sAraNasya Arya mahAkAtyAyana aDizWAnAt svapna darSanam	dper na 'phags pa k'a ty'a'i bu chen po'i byin gyi brlabs kyis sa ra nas rmi ltas su mthong ba dang /	84.83622873147078
AraNyaka Rzi manaH pradozAt ca vema citra parAjayaH taTA para vijQapti viSeza ADipatyAt parezAm jIvita indriya viroDinI kAcid vikriyA utpadyate yayA sa BAga saMtati vicCeda AKyam maraNam BavatI kaTam vA daNxaka araNya SUnya tvam Rzi kopataH	drang srong dgon pa pa'i yid 'khrugs pas thags zangs ris bzhin du gzhan gyi rnam par rig pa'i bye brag gis sems can gzhan gyi srog gi dbang po dang mi mthun pa'i 'gyur ba 'ga' 'byung ste de bskal pa 'dra ba'i rgyud kyi rgyun chad pa zhes bya ba 'chi bar rig par bya'o ba dang / // drang srong khros pas dan ta ka'i // dgon pa ji ltar stongs par 'gyur //	82.24416488491953
yadi para vijQapti viSeza ADipatyAt sattvAnAm maraNam na izyate manodaNxasya hi mahAsAvadya tvam sADayatA BagavatA upAliH gRhapatiH pRzwaH	gal te gzhan gyi rnam par @9b rig pa'i bye brag gis sems can dag 'chi bar mi 'dod na / yid kyi nyes pa kha na ma tho ba chen po dang bcas pa nyid du bsgrub pa na / / bcom ldan 'das kyis khyim bdag nye ba 'khor la bka' stsal pa /	86.48109909286332
kaccit te gRhapate Srutam kena tAni daNxaka araNyAni mAtaFga araNyAni kaliFga araNyAni SUnyAni meDyIBUtAni tena uktam Srutam me Bo gOtamaH RzINAm manaH pradozeNa iti	khyim bdag khyod kyis dan ta ka'i dgon pa dang / ka ling ka'i dgon pa dang ma tang ka'i dgon pa de dag ci zhig gis stongs pa dang / gtsang mar gyur pa ci thos zhes smras pa dang / des goo ta ma drang srong rnams khros pas de ltar gyur ces thos so zhes gsol to //	84.50817270838338
manodaNxaH mahAvadyaH kaTam vA tena siDyati	yid nyes khan mtho cher // ji ltar de yis 'grub par 'gyur //	75.01578575486009
yadi evam kalpyate	gal te 'di ltar rtog ste //	80.90636666615804
tad aBiprasannEH amAnuzEH tad vAsinaH sattvAH utsAditAH na tu RzINAm manaH pradozAn	de la dga' ba mi ma yin pa de dag gis de na gnas pa'i sems can rnams kha btag gi / drang srong rnams kyis yid 'khrugs pas dogs pa ni ma yin no zhe na /	84.1253133645863
mRtAH iti evam sati kaTam tena karmaNA manodaNxaH kAya vAc daNxAByAm mahAvat yatamaH sidDaH Bavati	de ltar na las des lus dang ngag gi nyes pa rnams pas yid kyi nyes pa ches kha na ma tho ba chen po dang bcas par 'grub par ji ltar 'gyur te /	83.92931648855865
tad manaH pradoza mAtreNa tAvatAm sattvAnAm maraNAt siDyati	de'i yid 'khrugs pa tsam gyis sems can de snyed 'chi bar 'grub bo //	81.9215381796926
yadi vijQaptimAtram eva idam para citta vidaH kim para cittam jAnanti aTa na	gal te 'di dag rnam par rig pa tsam du zad na gzhan gyi sems rig pas ci gzhan gyi sems shes sam 'on te mi shes she na /	91.13724971965121
kim ca atas	'dis ci zhig bya /	71.46387486987645
yadi na jAnanti kaTam para citta vidaH Bavanti	gal te mi shes na ni gzhan gyi sems rig pa zhes kyang ci skad du bya /	81.35398873275382
aTa jAnanti	ji ste shes na yang /	63.34479804266066
para citta vidAm jQAnam ayaTArTam kaTam yaTA	gzhan sems rig pas shes ba ni // don bzhin ma yin ji ltar dper //	87.88019388923655
sva citta jQAnam	rang sems shes pa /	90.89445334986637
tat api kaTam ayaTArTa	de yang ji ltar don ji lta ba bzhin du ma yin zhe na /	78.46803216580992
ajQAnAt yaTA budDasya gocaraH yaTA tad niraBilApyena AtmanA budDAnAm gocaraH	sangs rgyas kyi spyod yul ji bzhin ma shes phyir /	70.69310117944354
taTA tad ajQAnAt tat uBayam na yaTArTam vitaTa pratiBAsa tayA grAhya grAhaka vikalpasya aprahINa tvAt	ji ltar de brjod du med pa'i bdag nyid du sangs rgyas kyi spyod yul du gyur pa de ltar des ma shes pa'i phyir de gnyi ga yang don ji lta ba bzhin ma yin te / log par snang ba'i phyir ro // gzung ba dang 'dzin pa'i rnam par rtog pa ma spangs pa'i phyir ro //	80.64837653767528
ananta viniScaya praBeda AgAmBIryAyAm vijQaptimAtra tAyAm	rnam par rig pa tsam gyis rab tu dbye ba rnam par nges pa mtha' yas la gting mi dpogs shing zab ba'i /	85.97363092144884
vijQapti mAtra tA sidDiH sva Sakti sadRSI mayA	rnam rig tsam du grub pa 'di // bdag gis bdag gi mthu 'dra bar // byas kyi de yi rnam pa kun //	85.52913390808408
kRtA iyam sarvaTA sA tu na cintyA	bsam yas /	20.913348674774173
sarva prakArA tu sA mAdRSEH cintayitum na Sakyate	bdag 'dra bas rnam pa thams cad ni bsam par mi nus te /	77.3326379882298
tarka avizaya tvAt	rtog ge'i spyod yul ma yin pa'i @10a * // phyir ro //	76.40814948981664
kasya punar sA sarvaTA gocaraH iti Aha	'o na de rnam pa thams cad du su'i spyod yul snyam pa la /	90.93354970011218
budDa gocaraH	sangs rgyas spyod yul lo zhes bya ba smos te /	89.15538640644239
budDAnAm hi sA BagavatAm sarva prakAram gocaraH sarva AkAra sarva jQeya jQAna aviGAtAt iti viMSatikA vijQapti mAtra tA sidDiH	de ni sangs rgyas bcom ldan 'das rnams kyi spyod yul te / shes bya thams cad kyi rnam pa thams cad la mkhyen pa thogs pa mi mnga' ba'i phyir ro //	80.12415888597954
	slob dpon dbyig gnyen gyis mdzad pa nyi shu ba'i 'grel pa rdzogs so /	80.12415888597954

