	@289b rgya gar skad du / a'arya ma h'a san ni p'a ta ratna ke tu dh'a ra n'i n'a ma ma h'a y'a na s'u tra / bod skad du /'phags pa 'dus pa chen po rin po che tog gi gzungs zhes bya ba theg pa chen po'i mdo mdo; bam po dang po / de bzhin gshegs pa 'od zhi spos snang dpal la phyag 'tshal lo // tshangs pa chen po dbyangs can la phyag 'tshal lo // de la phyag btsas te bdud kyi 'khor gyis mi tshugs pa zhes bya ba'i zungs 'di sbyor bar bgyi'i / bdag gis rig sngags 'di grub par gyur cig / 'di lta ste / aa b'a me aa b'a me /	10.0
vada laGu su vinaya para hita kara SAmaya mati timiram mama gaganAt	'dul mchog gzhan la phan mdzad myur du bshad par gsol // bdag gi blo gros thibs po 'dir ni bsal bar gsol //	89.90391421513664
asamasama jagati SramaNa parama praTita guNa gaNa smRti vinaya Dara mama yadi pun	'jig rten 'di na mi mnyam mnyam pa dge sbyong mchog / rab grags yon tan mang po dran dang 'dul ba 'dzin //	88.83651589014995
iha Bavati hi nara tA laGu vada vitimira su gati paTam amRtam	ci nas 'di nyid du ni skyes par bdag gyur par // rab rib mi mnga' bde 'gro 'chi med lam myur gsungs //	86.09324961748874
evam ukte kula putra sa jyotiH somya ganDa avaBAsa SrIH taTAgataH tAm surasundarIm agra mahizIm etat avocat	rigs kyi bu dag / de skad ces gsol ba dang / de bzhin gshegs pa 'od zhis pos snang dpal des btsun mo dam pa lha mdzes la 'di skad ces bka' stsal to // che zhe /	91.96480729955871
asti Bagini paryAyaH yena mAtR grAmaH mAtR grAma BAvam laGu eva parivartayati pUrva Akzipta mAtR grAma BAvaH	rnam grangs gang gis bud med dag bud med kyi dngos po myur du brjes te sngon 'phangs pa'i bud med kyi dngos bo myur du ma lus par zad @313b bar 'gyur zhing /	81.75823998026634
laGu aSezam kzIyate na ca BUyas mAtR grAmezu upapattim pratigRhNAti yAvat anuttara parinirvANAt	bla na med pa'i mya ngan las 'das pa chen po'i bar du rang gi smon lam ma gtogs par bud med du skye ba 'dzin par mi 'gyur ba'i rnam grangs yongs do //	87.89566060041572
anyatra sva praNiDAnAt	che zhe /	41.931251976225106
tatra Bagini kataraH paryAyaH yena paryAyeNa mAtR grAmaH laGu puruzaH Bavati pUrva Akziptam ca mAtR grAma BAvam laGu aSezam kzapayati	de la rnam grangs gang gis bud med myur du skyes par 'gyur zhing / sngon 'phangs pa'i bud med kyi dngos po myur du ma lus par zad par 'gyur ba'i rnam grangs de gang zhe na / tshe zhe / de la rin po che tog ces bya ba'i gzungs / rdzu 'phrul chen mo /	81.7848525444213
iha BaginIyam ratnaketuH nAma DAraNI mahArTikA mahA anuSaMsA mahA praBAvA sarva mAtR grAma BAva kzaya karI kAya vAc citta duHKa vipAka dOzWuniravaSezam kzapayati	phan yon chen mo / mthu chen mo 'di lta ste / bud med kyi dngos po thams cad zad bar byed cing lus dang / ngag dang; sems kyi gnas ngan len gyi sdug bsngal rnam par smin pa ma lus par zad par byed do //	78.72049863908275
asyAH ca ratnaketuDA AraNyAH saha SravaNena mAtR grAmasya mAtR grAma BavaH niravaSezaH gacCati strI indriyam antarDAya puruza indriyam prAdurBavati	rin po che'i tog gi gzungs 'di thos ma thag tu bud med rnams kyi bud med kyi dngos po ma lus par 'gyur te bud med kyi dbang po mi snang zhing skyes pa'i dbang po skye do // bar 'gyur /	81.45731244496271
puruzaH ca api rUpavAn sarva aMga paripUrNaH kurumiya  Bavati	skyes pa gzugs bzang po yan lag thams cad tshang bar 'gyur /	79.10238988119897
RjuH sUkzma jQAna kuSalaH Bavati	drang zhing zhib pa shes pa la mkhas par 'gyur /	87.02875312169392
kAya vAc manaH su kRta karmAntaH su carita cArI sarva Satru nirjetA Bavati	lus dang / ngag dang / yid kyis legs par byas pa'i las kyi mtha' dang ldan zhing legs par spyad pa spyod pa dang / dgra thams cad thul bar 'gyur ro //	89.40741135828428
yaH ca asya dRzwa Darma sAMparAyikaH kAya vAc manaH duHKa pratisaMvedanIyaH duzkRtAnAm karmaNAm	gang gi tshe 'di dang tshe rabs phyi ma la lus dang / ngag dang / yid kyi sdug bsngal myong bar 'gyur ba nyes par byas pa'i las kyi 'bras bu rnam par @314a *// smin pa de yongs su zad par 'gyur te /	86.36461531804184
Pala vipAkaH sa parikzayam gacCati sTApya Anantarya kAriNam sat Darma pratikzepakam Arya apavAdakam ca tezAm punar tena eva Atma BAvena parikzayam gaCati	mtshams med pa byed pa dang / dam pa'i chos spong ba dang / 'phags pa la skur pa 'debs pa dag ma gtogs par de dag gi bud med kyi dngos po'i lhag ma lus de nyid la yongs su zad par 'gyur ro //	82.77420945082643
pariSezaH strI BAvaH kAya vAc manaH dOzWulya vEpAkikaH sumeru mAtraH pArajanmikaH strI BAva bIja nirvartakaH duHKa vipAka pratisaMvedanIyaH karma AvaraNa bIja nizyandaH niravaSezaH parikzayam gacCati	lus dang / ngag dang / yid kyi gnas ngan len gyi rnam par smin pa tshe gzhan la bud med kyi dngos po 'grub par byed pa'i sa bon sdug bsngal rnam par smin pa myong bar 'gyur ba'i las kyi sgrib pa'i sa bon gyi rgyu mthun pa ri rab tsam yang ma lus par yongs su zad par 'gyur ro //	84.18438919853848
tat kutas	de ci'i phyir zhe na / 'di lta ste /	52.30565929412842
yaTA nAma iyam ratnaketu DAraNI sarvEH atItEH taTAgatEH arhadBiH samyaksaMbudDEH BAzitA ca aDizWitA anyonyam anumoditA stuta aBizwutA varNitA praSastA sattvAnAm duHKa vipAka karma parikzayAya kurum iya kuSala mUla vivRdDi tAyE	sems can rnams sdug bsngal rnam par smin pa'i las yongs su zad par bya ba dang / dge ba'i rtsa ba rnam par spel ba'i phyir 'das pa'i de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas thams cad kyis kyang rin po che tog gi gzungs 'di bshad de byin gyis brlabs so // gcig la gcig dgyes so // mngon par bstod do // bsngags so // rab tu bsngags so //	89.81269201267772
ye pi kecid etarhi daSasu dikzu pratyutpannAH taTAgatAH arhantaH samyaksaMbudDa aH tizWanti yApayanti sva ka svakezu budDa kzetrezu sarve te budDAH BagavaMtaH imAm ratnaketu DAraNIm BAzaMte yAvat praSaMsanti sattvAnAm karma parikzayAya kuSala mUla vivRdDaye	de ltar phyogs bcu na da ltar byung ba'i de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas gang dag bzhugs te 'tsho zhing gzhes pa'i sangs rgyas bcom ldan 'das de dag thams cad kyang @314b rang rang gi sangs rgyas kyi zhing de dag na sems can rnams kyi nyes par byas pa'i las yongs su zad par bya ba dang / dge ba'i rtsa ba rnam par 'phel bar bya ba'i phyir rin po che tog gi gzungs 'di 'chad de / rab tu bsngags pa'i bar du mdzad do //	85.49857032552191
ye pi te BavizyaMti anAgate Dvani daSasu dikzu anyonyezu taTAgatAH arhantaH samyaksaMbudDa aH	gang dag ma 'ongs pa'i dus na phyogs bcu'i sangs rgyas kyi zhing so sor 'byung ba'i de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas de dag kyang sems can rnams kyi sdug bsngal rnam par smin pa las yongs su zad par bya ba dang /	76.34494180102377
te pImAm ratnaketu DAraNIm BAzizyaMti yAvat praSaMsizyaMti sattvAnAm duHKa vipAka karma parikzayAya	dge ba'i rtsa ba rnams spel ba dang / rin po che tog gi gzungs 'di 'chad par 'gyur te / rab tu bsngags pa'i bar du mdzad par 'gyur ro //	81.40377595373486
kuSala mUla vivRdDaye aham api etarhi ratnaketu DAraNIm BAzizyAmi	da ltar nga'ang rin po che tog gi gzungs 'di 'chad de /	82.00522270121955
anumoditya ca daSasu dikzu pratyutpannAnAm taTAgatAnAm BAzamANAnAm aham imAm ratnaketu DAraNIm varNayizyAmi praSaMsizyAmi	phyogs bcu na da ltar byung ba'i de bzhin gshegs pa rin po che tog gi gzungs 'chad pa rnams la'ang rjes su yi rang ngo // bsngags so // rab tu bstod do // che zhe /	88.18800964703148
yaH kaScid Bagini rAjA kzatriyaH mUrDABiziktaH janapada sTAma prAptaH imAm ratnaketu DAraNIm pustake liKitvA DArayizyati tasya rAjQaH kzatriyasya daSasu dikzu udAraH kIrti Sabda SlokaH	rgyal po rgyal rigs spyi bo nas dbang bskur ba skye bo'i nang na mthu dang / dbang thob pa gang la las rin po che tog gi gzungs 'di glegs bam du bris te 'chang na / rgyal po rgyal rigs spyi bo nas dbang bskur ba de'i snyan pa dang / sgra dang / tshigs su bcad pa phyogs bcur rgya cher grags par 'gyur te /	90.22225154071415
Byudgamizyati yAvat sarvam rUpa DAtum udArEH kIrti SabdEH ApUrayizyati	gzugs kyi khams thams cad kyi bar du sgra dang / snyan pa rgya chen pos @315a *//	81.40594866361192
anekAni ca deva nAga yakza ganDarva kowIn ayuta Sata sahasrANi tasya rAjQaH kzatriyasya pRzWatas samanubadDAH rAkzA anuguptaye sTAsyaMti	gang bar 'gyur ro // lha dang / klu dang / gnod sbyin dang / dri za dang / lha ma yin dang / nam mkha' lding dang / mi'am ci dang / lto 'phye chen po bye ba khrag khrig brgya stong du ma rgyal po rgyal rigs spyi bo nas dbang bskur ba de bsrung ba dang / bskyab pa dang / spa ba'i phyir phyi bzhin 'brang zhing gnas so //	79.29067333592221
sarve ca tasya vizaye kalikalaha durBikza roga para cakra vAta vRzwi SIta uzNa dozAH kurum iya praSamam yAsyaMti	de'i yul thams cad du 'thab mo dang / rtsod pa dang / mu ge dang / nad dang / pha rol gyi dmag tshogs dang / dus ma yin pa'i rlung dang / char pa dang / grang ba dang / tsha ba'i nyes pa rab tu zhi bar 'gyur ro //	88.92758961517674
sarve ca duzwa yakza rAkzasa siMha mahiza gaja vRkAH anavarADinaH BavizyaMti	gnod sbyin dang / srin po dang / sengge dang / ma he dang / glang po che dang / spyang ki ma rungs pa thams cad kyang gnod par mi 'gyur /	90.56099049589703
sarve viza tikta kawuka rUkza virasa paruza duHKa saMsparSa vedanIyAH dozAH praSamam yAsyaMti	dug dang / kha ba dang / tsha ba dang / snum med pa dang / ro med pa dang / rtsub pa'i sdug bsngal ba reg na mi bde bar 'gyur ba'i nyes pa thams cad kyang rab tu zhi bar 'gyur ro //	89.68878490066284
sarvANi ca asya Dana DAnya ozaDi vanaspatyaH Pala puzpANi prarohizyanti vivarDizyaMti snigDAni surasAni ca BavizyaMti	nor dang / 'bru dang / sman dang / 'bras bu dang / 'dab ma dang / me tog thams cad kyang rab tu skye zhing rnam par 'phel te /	79.19051369872285
saced rAjA kzatriyaH mUrDABiziktaH saMgrAme pratyupasTite imam ratnaketu DAraNI pustakam Dvaja agra avaropitam kuryAt sa rAjA kzatriyaH para cakram parAjezyati	snum pa dang / ro zhim por 'gyur ro // gal te rgyal po rgyal rigs spyi bo nas dbang bskur ba yul du nye bar gnas pa'i tshe rin po che tog gi gzungs 'di'i glegs bam rgyal @315b mtshan gyi rtse mo la btags na /	83.53321518755715
saced uBayoH rAjQoH kzatriyayoH mUrDABiziktayoH saMgrAma aBirUXayoH ayam ratnaketu DAraNI pustakaH Dvaja agra avaropitaH Bavizyati tO paraprIti sAmagrIm karizyataH	rgyal po rgyal rigs spyi bo nas dbang bskur ba des pha rol gyi dmag tshogs thub par 'gyur ro // de ste rgyal po rgyal rigs spyi bo nas dbang bskur ba g-yul du zhugs pa gnyi ga rin po che tog gi gzungs 'di'i glegs bam rgyal mtshan gyi rtse mo la thogs na / de gnyis gcig la gcig dga' zhing mthun par byed par 'gyur ro //	81.59618680623926
iti evam bahu guNa anuSaMsA iyam ratnaketu DAraNI	de ltar rin po che tog gi gzungs 'di yon tan dang / phan yon mang ngo // grong ngam /	93.57768123517832
yatra kvacid grAme vA nagare vA nigame vA manuzyANAm vA amanuzyANAm catuzpadAnAm vyADi tAm akAla maraNam	grong khyer ram / grong rdal la lar mi'am rkang bzhi pa dag na'am / dus ma yin par 'chi ba'am /	79.22759629665283
viheWA vA syAt tatra ayam ratnaketu DAraNI pustakaH mahA pUjA upakaraNEH praveSayitavyaH	gnod pa zhig der byung na / der rin po che tog gi gzungs 'di glegs bam la byas te mchod pa'i yo byad cher sbyar te bzhag la /	89.19187535983917
praveSya su snAtena su vilipta gAtreNa nava cIvara prAvRtena brahmacAriNA nAnA puzpa samIrite	shin tu khrus byas shing lus rab tu byugs te gos gsar pa bgos nas tshangs par spyad de sengge'i khri me tog sna tshogs kyis gtor bzhag la /	86.5445392610278
nAnA ganDa praDUpite nAnA rasa parivRte siMhAsane Biruhya tatra ayam ratnaketu DAraNI pustakaH vAcayitavyaH	ba / dri sna tshogs kyis bdugs pa / ro bro ba sna tshogs kyis bskor ba la 'dug pa la der rin po che tog gi gzungs 'di'i glegs bam bklags na /	85.98566607379591
sarve tatra vyADayaH kAla maraNAni ca praSamam yAsyaMti sarvANi kurum iya	der nad dang / dus ma yin par 'chi ba thams cad rab tu zhi bar 'gyur ro //	81.76469487538087
ca tatra Baya roma harza durnimittAni aMtarDA asyaMti	der 'jigs shing spu zing zhes byed pa dang / ltas ngan pa thams cad med par 'gyur ro //	86.22228075425853
yaH kaScid mAtR grAmaH putra arTI Bavet tena snAtvA nava cIvaram prAvRtya brahmacAriNA	bud med gang la la bu 'dod na / des khrus byas te gos gsar pa bgos la tshangs par spyad de @316a *//	85.65348006232635
puzpa ganDa mAlya vilepanEH imam pustakam arcayitvA svayam nAnA puzpa samIrite nAnA ganDa praDUpite	me tog dang / phreng ba dang / spos dang / byugs pas glegs bam de mchod la / bdag nyid kyang stan me tog sna tshogs kyis gtor ba / dri sna tshogs kyis bdugs pa /	95.13336503484605
nAnA rasa parivRte Asane Biruhyeyam ratnaketu DAraNI vAcayitavyA putra pratilABI Bavizyati	ro bro ba sna tshogs kyis bskor ba la 'dug nas rin po che tog gi gzungs 'di bklags na / des bu rnyed par 'gyur ro //	85.06109544812433
ezaH eva paScimaH mAtR grAma BAvaH yAvat anuttara parinirvANAt anyatra sva praNiDAnAt sattva paripAcana hetoH foliaH  iH mis sing text at ca Urdinj taH dutt	de bla na med pa'i yongs su mya ngan las 'das pa'i bar du sems can yongs su smin par bya ba'i phyir rang gi smon lam ma gtogs par de nyid de'i bud med du gyur pa'i tha ma yin no // che zhe / rin po che'i tog gi gzungs 'di las tha na tshigs su bcad pa gcig tsam gang la la'i rna lam du grags pa na tha na ri dvags dang / bya'ang rung ste / de dag thams cad bla na med pa yang dag par rdzogs pa'i byang chub las phyir mi ldog par 'gyur ro // rigs kyi bu dag / de'i tshe de bzhin gshegs pa 'od zhi spos snang dpal gyi zhabs g-yas pa'i mthe bos sa la reg par mdzad de / de bzhin gshegs pa sh'akya thub pas kyang de'i tshe sangs rgyas kyi zhing 'dir sa chen po rnam pa drug tu g-yos par byin gyis brlabs nas phyogs bcu dag gi lha dang / klu dang / gnod sbyin dang / dri za dang / lha ma yin dang / nam mkha' lding dang / mi'am ci dang / lto 'phye chen po dang / yi dvags dang / sha za dang / grul bum dang / mi dang / mi ma @316b yin ba grangs med dpag tu med pa rnams shin tu skrag pa skyes par gyur te / sangs rgyas kyi zhing mi mjed 'di thams cad kyang snang bas rgya cher khyab par gyur te / lag mthil lta bur mnyam par 'dug cing / de'i tshe na ri dang / shing dang / rtsig pa dang / ri rab dang / khor yug dang / khor yug chen po'ang mi snang bar gyur to // lha dang / klu dang / gnod sbyin de dag kyang sa g-yos pa dang / snang ba nges skrag pa skyes par gyur te / bcom ldan 'das kyi mthus phyogs bzhir bltas pa dang / de dag thams cad kyi mnga' rgyang gang tsam na de bzhin gshegs pa sh'akya thub pa mthong nas de dag ngo mtshar du gyur te thal mo sbyar nas de bzhin gshegs pa sh'akya thub pa de la lta'o // de nas bcom ldan 'das de bzhin gshegs pa sh'akya thub pa des 'di skad ces bka' stsal to // // rigs kyi bu / gang gi tshe de bzhin gshegs pa 'od zhi spos snang dpal gyi zhabs g-yas pa'i ma the bo sa la reg pa na'ang 'di bzhin du de'i tshe sa g-yos par gyur / de'i tshe 'di bzhin du sangs rgyas kyi zhing 'di'ang lag mthil bzhin du mnyam par g-yos par gyur / 'dug / 'di bzhin du snang ba dang / sa g-yo bas skrag pa skyes te lha dang / mi dang / lha ma yin thams cad phyogs bzhir lta zhing mda' rgyang gang tsam na de bzhin gshegs pa 'od zhi spos snang dpal de mthong nas thal mo sbyar te / rigs kyi bu dag / de'i tshe de bzhin @317a *//	10.0
tasmin kAle taTAgataH jyoti praBa SrIH imAm ratnaketuDA araNim udAharat	gshegs pa 'od zhi spos snang dpal des rin po che tog gi gzungs 'di gsungs so // 'di lta ste / dza lo ke /	89.83027089543786
jaloke jaloke	dza lo ke /	53.96055024320429
moke jali	mo ke / dza li / dza la /	86.67567858695983
jala jalimi	dzi li ni /	69.98923635482788
jala vrate jahile	dza la pra te; dza hi li / ba ra pu ru sha laksha na sa m'a ru hya /	66.19894170761108
vara puruza lakzaNa samAruhya	aa ma me /	24.356343269348145
amame vamame vamame	aa ma me /	37.65518617630005
navame mahAse jahame jahame jahame jahame	ba ma me / ba ma me / na ba me /	45.266825914382935
varame varame	ma h'a me /	55.34679334813898
vavave	dza ha me /	48.35752196745439
vavave	dza ha me /	48.35752196745439
vahave	dza ha me / ba ra me / ba ra me /	50.46754676645452
vaMgave	ba ba be /	65.48719310760498
vajave	ba ba be /	65.95314741134644
vAra vAraSe	ba ha be /	64.7472095489502
jalameKa	bangga be; ba dza be / b'a ra b'a ra she /	57.339018935248966
paraKa	dza la me kha /	55.983553409576416
alaja hili	pa ra kha / aa la dza hi li /	81.24064045938952
jana tule	dzantu le /	77.59477288072759
jana tuBuKe	dzantu mu khe /	73.25434557596843
vahara vahara	ba ha ra /	74.4501404762268
siMha vrate	ba ha ra / siddha pra te /	65.76717097942645
nana tilA	nanti l'a /	80.57876617258245
nana tina dAlA	nanti na d'a l'a /	77.11129416359796
sUrya vihaga candra vihaga	s'urya bi ha kha /	64.21529242727492
cakzu rajyati Savi haga	tsandra bi ha kha; tsakshur dzyo ti sha bi ha kha /	78.98799529730105
sarva kzayaH tritva sura vihaga	sarba ksha ya /	53.54054959615071
jaKaga jaKaga	str'i dv'a su ra bi ha kha / dza kha ga / dza kha ga /	71.13668311083758
suraKaGa	su ra kha ga /	72.2287243434361
vahama	bi ha ma /	78.6419153213501
amriKa	aa mri kha /	79.23167252540588
amriKa	aa mri kha /	79.23167252540588
amriKa	aa mri kha /	79.23167252540588
amriKa	aa mri kha /	79.23167252540588
amriKa	aa mri kha /	79.23167252540588
amriKa	aa mri kha /	79.23167252540588
amriKa amriKa	aa mri kha /	62.779302755991615
mriKa mriKa mriKa	aa mri kha / mri kha / mri kha / mri kha /	69.80585354850406
vyavadeta karma	bya ba tstshe da karma /	62.8261742591858
dune dune	du ne du ne /	66.8652438567235
upata vyavacCeda jQAna kRta	aud p'a da bya ba tstshe da dzny'a na kri ta /	71.51174351443416
anuda pada AKaga	aa nu da p'a da /	58.695196306004235
neruka	kha ga ne ru ka / aanggu le /	63.896333299834154
aFgule BaFgule viBaFgule	bhanggu le / bi bhanggu le /	64.74686786106655
kula ha	ku la ha /	84.43657064437866
indra pariviBaha	aindra pa ri bhi b'a ha /	67.9510422706604
vyavacCeda karaBa vavrati vavrati	bya ba tstshe da ga ra bha /	51.99313293184553
ca prati	tsa pra ti /	68.07593043645223
ca prati	tsa pra ti /	68.07593043645223
amoha daraSane	aa mo ha / dar sha ne /	76.54977510286413
parivarta Bazyu	ba ri barta bha shya /	60.68624180013483
Ka sama	kha sa ma /	72.03910912166943
krima jyoti Kaga	kri ta / dzyo ti kha ga / dza hi /	75.3178661290337
jahi jahi jyoti	dza hi / dzyo ti /	63.97964731852214
nizka Birasa	ni shka bh'i ra sa /	69.05758380889893
BiH asa	bh'i ra sa /	70.52561028798421
Biraja matikrama	bh'i ra sa /	66.52672187487283
Bivakriva	bh'i ra dzo / ma ti kra ma bh'a ba kri ba /	47.21094413136327
mahAkriva	mah'a kri ba /	72.8422143799918
hile hihile	hi le / hi hi la /	85.59929519229466
aruNa varte	aa ru na pra te /	71.49557110842537
samaya nizke	sa ma ya ni shke / da ma /	71.02555683942941
damadAna DyAna aparAmRSe	d'a na /	41.56527614593506
Pala kuNxala laKe kurum iya nivarta iH tri BAva karma kzaya prAdurBava puruza tvam	dhya na aa pa r'a mri she / pha la kunda la la khe /	70.20690634901963
asamasama	ni barta / aishta bha ba karm'a ksha ya / pra dur bha ba / pu @317b sha t'a ma /	53.75696849822999
samaya vidijQa taTAgata svAhA	aa sa ma sa ma / sa ma ya / bi bhi da di dzny'a ta th'a ga ta sv'ah'a /	91.01661806711009
samanantara BAzitAyAm SAkya muninA taTAgatena asyAm ratnaketuDA AraNyAm punar api mahA pRTivI cakaMpe	de bzhin gshegs pa sh'akya thub pas rin po che tog gi gzungs 'di bshad ma thag tu'ang sa chen po g-yos so //	83.30906707890406
tAsAm api paQca Sata mAra kanyAnAm saha SravaNena asyAH ratnaketuDA AraNyAH strI vyaMjanam antarDAya puruza vyaMjanam prAduraBavat	bdud kyi bu mo lnga brgya tsam po de dag kyang rin po che tog gi gzungs 'di thos ma thag tu mo mtshan mi snang bar gyur te pho mtshan skyes so //	75.56493044422481
aprameya asaMKyeyAnAm deva nAga yakza ganDarva asura garuxa kinnara mahA uraga preta piSAca kuMBANxa kanyAnAm saha SravaNena asyAH ratnaketuDA AraNyAH strI vyaQjanAni aMtarDAya puruza vyaQjanAni prAdurBUtAni tAH ca sarvAH avEvartyAH aBUvan anuttarAyAm samyaksaMboDO sarvAsAm ca anAgata strI BAva pratilABa saMvartanIyam karma AvaraNam aSezam niroDam ca tAH striyaH prAQjaliyaH vanditvA tam SAkya munim taTAgatam evam maGA GozEH AhuH	lha dang / klu dang / gnod sbyin dang / dri za dang / lha ma yin dang / nam mkha' lding dang / mi'am ci dang / lto 'phye chen po dang / yi dvags dang / sha za dang / grul bum de dag gi bu mo grangs med dpag tu med pa rnams kyang rin po che tog gi gzungs 'di thos ma thag tu mo mtshan mi snang bar gyur te pho mtshan skyes nas de dag thams cad kyang bla na med pa yang dag par rdzogs pa'i byang chub las phyir mi ldog par gyur te / thams cad kyang ma 'ongs pa na bud med kyi dngos po thob par 'gyur ba'i las kyi sgrib pa ma lus par byang nas bud med de dag thams cad kyis thal mo sbyar te de bzhin gshegs pa sh'akya thub pa de la phyag 'tshal zhing skad chen pos 'di skad ces gsol to //	86.349879851136
namaH namaH AScarya kArakAya kurum iya SAkya munaye taTAgatAya arhate samyaksaMbudDAya	de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas sh'akya thub pa ngo mtshar mdzad pa la phyag 'tshal lo // phyag 'tshal lo //	94.44766675924441
brUhi mahA kAruNika vistareNa imam pUrva yogam kaTam asmAkam strI BAvam antarhitam sarva AkAra paripUrNam ca puruza BAvam saMprAptam	thugs rje chen po gang gis bdag cag da ltar bud med kyi dngos po mi gda' bar gyur cig / rnam pa thams cad rdzogs pa'i skyes pa'i dngos por gyur pa'i sngon byung ba 'di rgya cher bshad / du @318a *//	88.28876921079342
tena AScarya prAtihArya saMvegena vayam anuttarAyAm samyaksaMboDO cittam janayama brUhi Bagavan imam pUrva yogam	gsol; de lta bu'i ngo mtshar dang / cho 'phrul dang / skyobs bdag cag bla na med pa yang dag par rdzogs pa'i byang chub tu sems bskyed par bgyi'o // bcom ldan 'das /	88.62129685958172
tad sAkziNaH Bavizyati aprameyasya deva manuzyasya	sngon byung ba 'di lha dang / mi dpag tu ma mchis pa rnams dbang du 'gyur bar bshad du gsol /	72.21172239257591
aTa Kalu BagavAm CAkya muniH taTAgataH imam pUrva yogam deSayati	de nas bcom ldan 'das de bzhin gshegs pa sh'akya thub pas sngon byung ba 'di bshad pa na / bzhin bzang dag /	93.2362299782929
Badra muKAH jyotiH somya ganDA avaBAsa SriyaH taTAgatasya antikAt rAjQaH utpala vaktrasya agra mahizyA	gang gi tshe de bzhin gshegs pa 'od zhi spos snang dpal de'i thad nas rgyal po autpa la'i gdong gi btsun mo dam pa lha mdzes bud med brgyad khri bzhi stong dang bcas pas rin po che tog gi gzungs 'di thos te /	83.82480553020788
surasundaryA devyA sArDam catura aSItiBiH strI sahasrEH iyam ratnaketu DAraNI SrutA saha SravaNAt ca tasyAH surasundaryA kurum iya agra mahizyAH tezAm caturASItInAm strI sahasrANAm strI vyaMjananAni antarDAya puruza vyaQjanAni prAduraBavan	thos ma thag tu btsun mo dam pa lha mdzes dang / bud med brgyad khri bzhi stong de dag mo mtshan mi snang bar gyur te pho mtshan skyes pa de'i tshe de bzhin du lha'i bu mo nas mi'i bu mo'i bar du grangs med /	57.51395471700354
tadA evam aprameya asaMKyeyAnAm deva kanyAnAm yAvat manuzya amanuzya kanyAnAm saha SravaNAt eva asyAH ratnaketuDA AraNyAH strI indriyam antarhiprAdurBUtam	dpag tu med pa dag rin po che tog gi gzungs 'di thos ma thag tu bud med kyi dbang po mi snang bar gyur nas skyes pa'i dbang po skyes te /	71.37069517355104
sarvAsAm tAsAm strINAm anAgata strI BAva pratilABa saMvartanIyam karma AvaraNam aSezam saMniroDam	bud med de dag thams cad ma 'ongs pa na bud med kyi dngos po thob par 'gyur ba'i las kyi sgrib pa ma lus par byang skyes te / ngo //	85.85313740167933
yadA ca rAjQaH utpala vaktrasya agra mahizyAH surasundaryAH sa antaHpura parivArAyAH puruza tvan saMvRttam tadA sa rAjA utpala vaktraH catur dvIpa ISvaraH cakravartI jyezWa kumAram rAja aBizekena aBiziMcya sArDam eka Unena putra sahasreNa mahApuruzeNa ca surasundareNa sArDam ca catura aSItiBiH	gang gi tshe rgyal po autpa la'i gdong gi btsun mo dam pa lha mdzes btsun mo'i 'khor dang / g-yog tu bcas pa phor gyur pa de'i tshe rgyal po autpa la'i gdong des bu thu bo gling bzhi la dbang ba'i 'khor los @318b bsgyur ba'i rgyal po'i dbang bskur bas dbang bskur te bu stong du gcig gis ma tshang ba dang / skyes bu chen po lha mdzes dang bcas /	70.82459465971084
surasundaraH mahApuruza sahasrEH sArDam ca aparEH dvi navatiBiH prANa sahasrEH aBinizkramya	lha mdzes kyang skyes bu chen po brgyad khri bzhi stong dang bcas; gzhan yang srog chags dgu khri nyis stong dang bcas te khyim nas byung ste /	92.14602784710867
tasya jyotiH somya ganDa avaBAsa SriyaH kurum iya	de bzhin gshegs pa 'od zhi spos snang dpal de'i thad du skra dang / kha spu bregs /	85.70492130824393
taTAgatasya antike keSa SmaSrUNi avatArya kAzAyANi vastrANi pariDAya samyak eva SradDayA agArAt anagArikAm pravrajitaH	gos dur smrig bgos te yang dag par khyim nas khyim med par rab tu byung ngo //	70.8122246646695
pravrajitvA svADyAya aBirataH yoni Samana sikAra aBiyuktaH BUt aTa tatra bahUnAm prANa kowInAm etat aBavat	rab tu byung nas kha ton la dga' zhing tshul bzhin yid la byed pa la brtson par gyur to // de nas de na srog chags bye ba mang po 'di snyam du sems te /	87.81560265152841
kasmAt rAjA cakravartI pravrajitaH te parasparAH evam AhuH	ci'i phyir 'khor los bsgyur ba'i rgyal po rab tu byung snyam nas de dag phan tshun 'di skad ces smra'o //	87.21308406480227
mAra karma aBiyuktaH eza taTAgataH SaWaH mAyAvI mAra karma samAyuktam imam Darman deSayati	dge sbyong 'di ni / bdud kyi las la rtsom pa ste / g-yo can sgyu ma bdud kyi las dang ldan pas chos 'di ston cing la la ni / pho mtshan med par byas /	86.05366945266724
kezAMcid strI vyaMjanam apanAyayati	la la ni / mo mtshan med par byas /	53.483088970184326
kezAMcid puruza vyaMjanam	la la ni / skra dang kha spu bregs /	54.889634344312874
kezAMcid keSa SmaSrUNi avatArayati	la la ni /	27.02855777740479
kezAMcid raktAni vAsAMsi prayacCati kezAMcid pANxarANi	gos tshon can bskon / la la ni / gos dkar po bskon / la la ni /	61.086787768149286
